,date,subtotal,tax,total,currency_code,payment.type,bill_to.name,vendor.type,vendor.name,vendor.address
522,2021-11-28 19:23:18,10.95,7.95,18.9,EUR,visa,Delfina Latchford,Restaurant,ROAD & ROLLS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
523,2021-11-06 00:00:00,10.95,7.95,18.9,EUR,visa,Dianna Wilson,women's clothing,SITA MURT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
524,2021-11-28 19:23:35,10.95,7.95,18.9,EUR,visa,Dorothy Wardle,Restaurant,BURGER KING,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
525,2021-11-28 19:23:36,10.95,7.95,18.9,EUR,visa,Emily Phan,home_goods,LA MALLORQUINA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
526,2021-07-17 00:00:00,10.95,7.95,18.9,EUR,visa,Erin Smith,women's clothing,DOUBLE AGENT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
527,2022-03-25 13:12:47,10.95,7.95,18.9,EUR,visa,ESSEMERST ANDALUCA S.L,women's clothing,Telepizza,23740 ANOUJAR
528,2015-11-27 00:00:00,10.95,7.95,18.9,EUR,visa,ESSEMERST ANDALUCA S.L,women's clothing,Telepizza,23740 ANOUJAR
529,2016-01-10 09:43:00,10.95,7.95,18.9,EUR,visa,ESSEMERST ANDALUCA S.L,women's clothing,Telepizza,23740 ANOUJAR
530,2021-10-28 00:00:00,10.95,7.95,18.9,EUR,master_card,Guy Armstrong,footwear,CAMPER,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
531,2021-10-30 00:00:00,10.95,7.95,18.9,EUR,master_card,Harold Pawlan,footwear,HISPANITAS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
532,2021-11-18 00:00:00,10.95,7.95,18.9,EUR,cash,Joe Elijah,mixed clothing,NAUTICA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
533,2022-09-02 00:00:00,10.95,7.95,18.9,EUR,visa,Kelly Collister,footwear,ROCKPORT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
534,2022-09-03 00:00:00,10.95,7.95,18.9,EUR,visa,Kelly Collister,mixed clothing,SALSA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
535,2020-09-19 00:00:53,10.95,7.95,18.9,EUR,master_card,Logan Haushalter,Restaurant,SANTA GLORIA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
536,2022-03-26 15:23:57,10.95,7.95,18.9,EUR,master_card,Ryan Akin,footwear,MUNICH,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
537,2021-11-28 19:23:08,10.95,7.95,18.9,EUR,master_card,Ryan Akin,footwear,MUNICH,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
538,2022-03-26 15:21:07,10.95,7.95,18.9,EUR,master_card,Ryan Akin,men's clothing,BOSTON,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
539,2020-09-19 00:00:41,10.95,7.95,18.9,EUR,master_card,Ryan Akin,men's clothing,BOSTON,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
540,2021-12-22 19:23:91,10.95,7.95,18.9,EUR,master_card,Ryan Akin,men's clothing,BOSTON,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
541,2022-03-25 13:13:21,10.95,7.95,18.9,EUR,master_card,Ryan Crowe,home_goods,HOME INTERIORS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
542,2022-03-21 13:40:14,10.95,7.95,18.9,EUR,master_card,Ryan Crowe,home_goods,HOME INTERIORS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
543,2021-11-28 19:23:10,10.95,7.95,18.9,EUR,master_card,Sally Hughsby,cosmetic,PRIMOR,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
544,2014-07-23 00:08:00,10.95,7.95,18.9,EUR,master_card,Sally Hughsby,cosmetic,DRUNI,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
545,2022-03-26 15:19:55,10.95,7.95,18.9,EUR,master_card,Sally Hughsby,cosmetic,DRUNI,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
546,2021-10-21 00:00:00,10.95,7.95,18.9,EUR,master_card,Sally Knutson,footwear,ROCKPORT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
547,2021-10-27 00:00:00,10.95,7.95,18.9,EUR,master_card,Sally Knutson,mixed clothing,ROBERTO VERINO,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
548,2021-11-28 19:23:09,10.95,7.95,18.9,EUR,master_card,Sally Knutson,sportswear,NIKE FACTORY STORE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
549,2021-12-22 19:23:83,10.95,7.95,18.9,EUR,master_card,Sally Knutson,sportswear,NIKE FACTORY STORE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
550,2020-09-19 00:00:42,10.95,7.95,18.9,EUR,master_card,Sam Craven,sportswear,ADIDAS/REEBOK,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
551,2021-12-22 19:23:92,10.95,7.95,18.9,EUR,master_card,Sam Craven,sportswear,ADIDAS/REEBOK,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
552,2021-11-28 19:23:11,10.95,7.95,18.9,EUR,master_card,Sam Craven,sportswear,ADIDAS/REEBOK,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
553,2021-11-05 00:00:00,10.95,7.95,18.9,EUR,master_card,Sam Craven,sportswear,ADIDAS/REEBOK,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
554,2022-03-26 15:24:132,10.95,7.95,18.9,EUR,master_card,Sandra Flanagan,cosmetic,PRIMOR,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
555,2021-07-23 00:00:00,10.95,7.95,18.9,EUR,visa,Ted Butterfield,mixed clothing,MARINA MILITARE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
556,2022-09-25 00:00:00,11.0,17.27,11.0,EUR,master_card,Brian Derr,Restaurant,SANTA GLORIA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
557,2022-03-21 13:40:38,11.0,17.27,11.0,EUR,master_card,Carl Ludwig,mixed clothing,FIFTY OUTLET STORE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
558,2022-03-26 15:24:39,11.0,17.27,11.0,EUR,visa,Chad Sievert,footwear,CONVERSE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
559,2022-03-26 15:24:40,11.0,17.27,11.0,EUR,visa,Dan Reichenbach,cosmetic,PRIMOR,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
560,2021-01-30 00:00:00,11.0,17.27,11.0,EUR,visa,Dan Reichenbach,mixed clothing,RIP CURL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
561,2021-02-05 00:00:00,11.0,17.27,11.0,EUR,visa,Dean Braden,sportswear,NIKE FACTORY STORE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
562,2020-09-19 00:00:02,11.0,17.27,11.0,EUR,visa,Emily Phan,footwear,ECCO,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
563,2020-09-19 00:00:29,11.0,17.27,11.0,EUR,visa,Eugene Barchas,women's clothing,FLORENCIA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
564,2020-09-19 00:00:43,11.0,2.82,11.0,EUR,visa,Hunter Lopez,Catering,HARIBO,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
565,2020-09-19 00:00:44,11.0,17.27,11.0,EUR,cash,Jim Epp,mixed clothing,GANT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
566,2021-04-28 00:00:00,11.0,17.27,11.0,EUR,visa,"L'ESPIGA DOR, S.L",mixed clothing,GANT,"AVDA. RIBERAIGUA.24
AD500 ANDORRA LA VELLA"
567,2021-07-08 00:00:00,11.0,17.27,11.0,EUR,master_card,Luke Foster,women's clothing,NKN NEKANE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
568,2022-03-26 15:23:43,11.0,17.27,11.0,EUR,master_card,Luke Foster,men's clothing,BOSTON,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
569,2022-03-26 15:24:133,11.0,17.27,11.0,EUR,master_card,Luke Foster,men's clothing,BOSTON,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
570,2022-03-26 15:24:134,11.0,17.27,11.0,EUR,master_card,Luke Schmidt,sportswear,KAPPA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
571,2020-09-19 00:00:24,11.0,17.27,11.0,EUR,master_card,Luke Schmidt,men's clothing,SUITS INC.,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
572,2018-01-11 00:00:03,11.0,17.27,11.0,EUR,master_card,Luke Weiss,accessories,O BAG,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
573,2018-01-11 00:00:04,11.0,17.27,11.0,EUR,master_card,Sally Matthias,cosmetic,THE BODY SHOP,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
574,2022-05-21 00:00:00,11.0,17.27,11.0,EUR,visa,Sally Matthias,footwear,CALLAGHAN,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
575,2022-05-27 00:00:00,11.41,1.13,12.54,EUR,visa,Anthony Jacobs,accessories,SUNGLASS HUT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
576,2022-03-26 15:24:59,11.41,1.13,12.54,EUR,master_card,Brian DeCherney,mixed clothing,MARINA MILITARE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
577,2022-03-26 15:24:62,11.41,1.13,12.54,EUR,master_card,Carl Ludwig,mixed clothing,FIFTY OUTLET STORE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
578,2022-03-26 15:23:61,11.41,1.13,12.54,EUR,visa,Craig Carreira,footwear,NO NAME,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
579,2012-09-03 14:49:41,11.41,1.13,12.54,EUR,visa,Craig Carreira,sportswear,NIKE FACTORY STORE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
580,2022-03-21 13:40:49,11.41,1.13,12.54,EUR,visa,Craig Carreira,women's clothing,NKN NEKANE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
581,2022-09-28 00:00:00,11.41,1.13,12.54,EUR,visa,Dan Reichenbach,accessories,PARFOIS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
582,2022-03-26 15:23:51,11.41,1.13,12.54,EUR,visa,Dan Reichenbach,accessories,O BAG,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
583,2020-09-19 00:00:30,11.41,1.13,12.54,EUR,visa,Dean Katz,sportswear,TIMBERLAND,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
584,2021-12-26,11.41,1.13,12.54,EUR,visa,Dorris liebe,mixed clothing,NAUTICA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
585,2021-05-25 00:00:00,11.41,1.13,12.54,EUR,visa,Emily Burns,cosmetic,THE BODY SHOP,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
586,2022-01-09,11.41,1.13,12.54,EUR,visa,Emily Grady,mixed clothing,DESIGUAL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
587,2022-01-10,11.41,1.13,12.54,EUR,visa,Eugene Moren,women's clothing,JAVIER SIMORRA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
588,2020-09-19 00:00:37,11.41,1.13,12.54,EUR,master_card,Guy Phonely,Catering,LINDT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
589,2020-12-28 00:00:00,11.41,1.13,12.54,EUR,cash,Jim Karlsson,women's underwear,TRIUMPH,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
590,2022-01-08,11.41,1.13,12.54,EUR,visa,Linda Southworth,Catering,HARIBO,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
591,2022-01-11,11.41,1.13,12.54,EUR,visa,Lindsay Shagiari,mixed clothing,U.S. POLO ASSN.,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
592,2022-04-08 00:00:00,11.41,1.13,12.54,EUR,master_card,Maribeth Schnelling,Restaurant,ROAD & ROLLS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
593,2020-09-19 00:00:06,11.41,1.13,12.54,EUR,master_card,Maribeth Yedwab,mixed clothing,ROBERTO VERINO,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
594,2020-09-19 00:00:07,11.41,1.13,12.54,EUR,master_card,Maribeth Yedwab,men's clothing,SUITS INC.,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
595,2020-09-19 00:00:08,11.41,1.13,12.54,EUR,master_card,Maribeth Yedwab,men's clothing,SUITS INC.,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
596,2022-12-23 00:00:00,11.41,1.13,12.54,EUR,master_card,Maribeth Yedwab,sportswear,GEOGRAPHICAL NORWAY,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
597,2022-03-26 15:24:64,11.41,1.13,12.54,EUR,master_card,Marina Lichtenstein,Restaurant,GREENVITA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
598,2022-03-26 15:24:65,11.41,1.13,12.54,EUR,master_card,Marina Lichtenstein,Restaurant,GREENVITA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
599,2022-03-26 15:24:60,11.41,1.13,12.54,EUR,master_card,Marina Lichtenstein,Restaurant,GREENVITA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
600,2022-09-29 00:00:00,11.41,1.13,12.54,EUR,master_card,Maris LaWare,accessories,SUNGLASS HUT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
601,2021-12-03 00:00:00,11.41,1.13,12.54,EUR,master_card,Maris LaWare,Restaurant,SUSHISOM,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
602,2022-09-08 00:00:00,11.41,1.13,12.54,EUR,master_card,Mark Cousins,footwear,CAMPER,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
603,2021-08-12 00:00:00,11.41,1.13,12.54,EUR,master_card,Mark Cousins,mixed clothing,DESIGUAL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
604,2022-03-26 15:24:130,11.41,1.13,12.54,EUR,master_card,Mark Cousins,mixed clothing,DESIGUAL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
605,2022-03-26 15:24:76,11.41,1.13,12.54,EUR,master_card,Mark Cousins,mixed clothing,DESIGUAL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
606,2022-03-26 15:24:77,11.41,1.13,12.54,EUR,master_card,Mark Cousins,mixed clothing,DESIGUAL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
607,2021-06-06 00:00:00,11.41,1.13,12.54,EUR,master_card,Mark Hamilton,men's clothing,BARBAS 1935,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
608,2020-09-19 00:00:56,11.41,1.13,12.54,EUR,master_card,Mark Packer,footwear,ROCKPORT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
609,2022-10-01 00:00:00,11.41,1.13,12.54,EUR,master_card,Mark Packer,mixed clothing,MARINA MILITARE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
610,2022-03-26 15:24:45,11.41,1.13,12.54,EUR,visa,Paul Knutson,Catering,THE BROS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
611,2021-04-18 00:00:00,11.41,1.13,12.54,EUR,visa,Paul Knutson,cosmetic,DRUNI,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
612,2022-01-12,11.41,1.13,12.54,EUR,visa,Ted Butterfield,mixed clothing,GUESS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
613,2022-01-13,11.41,1.13,12.54,EUR,visa,Tracy Blumstein,cosmetic,PRIMOR,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
614,2022-01-14,11.41,1.13,12.54,EUR,visa,Tracy Blumstein,"supermarket,grocery_or_supermarket,food,store",Mercadona,"C. Motril, s/n, 14013 Córdoba, España"
615,2022-01-15,11.41,1.13,12.54,EUR,visa,Tracy Blumstein,"supermarket,grocery_or_supermarket,food,store",Mercadona,"C. Motril, s/n, 14013 Córdoba, España"
616,2022-01-16,11.41,1.13,12.54,EUR,visa,Tracy Blumstein,"supermarket,grocery_or_supermarket,food,store",Mercadona,"C. Motril, s/n, 14013 Córdoba, España"
617,2022-01-17,11.72,8.26,9.9,EUR,visa,Ivan Liston,accessories,SOLOPTICAL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
618,2021-06-07 00:00:00,12.0,3.82,12.0,EUR,visa,Hunter Lopez,mixed clothing,GANT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
619,2021-06-09 00:00:00,13.0,4.82,13.0,EUR,visa,Hunter Lopez,mixed clothing,GARCIA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
620,2022-03-26 15:24:98,13.27,1.33,14.6,EUR,visa,Anthony Jacobs,accessories,SOLOPTICAL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
621,2021-06-27 00:00:00,13.27,1.33,14.6,EUR,visa,Anthony Johnson,accessories,PARFOIS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
622,2021-06-29 00:00:00,13.27,1.33,14.6,EUR,master_card,Brian DeCherney,mixed clothing,GARCIA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
623,2021-07-07 00:00:00,13.27,1.33,14.6,EUR,master_card,C HISTORIADOR AGUSTIN MU OZ,Restaurant,GARCIA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
624,2020-09-19 00:00:57,13.27,1.33,14.6,EUR,master_card,Carl Ludwig,mixed clothing,FIFTY OUTLET STORE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
625,2021-12-18 00:00:00,13.27,1.33,14.6,EUR,visa,Dean Katz,sportswear,TIMBERLAND,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
626,2021-12-22 00:00:00,13.27,1.33,14.6,EUR,visa,Emily Ducich,women's clothing,JAVIER SIMORRA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
627,2022-03-25 03:09:47,13.27,1.33,14.6,EUR,visa,Eugene Moren,women's clothing,JAVIER SIMORRA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
628,2021-11-28 19:23:22,13.27,1.33,14.6,EUR,cash,Jim Karlsson,women's underwear,TRIUMPH,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
629,2020-09-19 00:00:59,13.27,1.33,14.6,EUR,master_card,Mark Van Huff,sportswear,TIMBERLAND,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
630,2021-12-22 19:23:113,13.27,1.33,14.6,EUR,master_card,Mary O'Rourke,sportswear,NIKE FACTORY STORE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
631,2021-12-22,13.27,1.33,14.6,EUR,master_card,Mary O'Rourke,women's clothing,NKN NEKANE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
632,2021-12-23,13.27,1.33,14.6,EUR,master_card,Mary Zewe,footwear,MUSTANG,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
633,2012-09-03 14:49:43,13.27,1.33,14.6,EUR,master_card,Mary Zewe,sportswear,TIMBERLAND,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
634,2021-11-28 19:23:45,13.27,1.33,14.6,EUR,master_card,Mary Zewe,sportswear,TIMBERLAND,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
635,2021-10-17 00:00:00,13.27,1.33,14.6,EUR,master_card,Sean Braxton,footwear,MUSTANG,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
636,2022-03-26 15:24:26,13.27,1.33,14.6,EUR,master_card,Sean Braxton,women's clothing,NAULOVER,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
637,2022-03-26 15:24:28,13.27,1.33,14.6,EUR,visa,Steven Cartwright,mixed clothing,MARINA MILITARE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
638,2022-03-26 15:24:135,14.0,5.82,14.0,EUR,visa,Hunter Lopez,mixed clothing,GUESS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
639,2012-09-03 14:49:42,15.0,6.82,15.0,EUR,visa,Hunter Lopez,Restaurant,GREENVITA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
640,2020-12-23 00:00:00,15.06,9.11,15.06,EUR,visa,Alan Hwang,kid's clothing,MAYORAL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
641,2022-01-28 00:00:00,15.06,9.11,15.06,EUR,visa,Anthony Johnson,accessories,LA CASA DE LAS CARCASAS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
642,2022-03-26 15:21:59,15.06,9.11,15.06,EUR,visa,Anthony Johnson,accessories,O BAG,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
643,2022-03-26 15:23:37,15.06,9.11,15.06,EUR,master_card,Brian Dahlen,men's clothing,HARMONT & BLAINE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
644,2021-11-07 00:00:00,15.06,9.11,15.06,USD,visa,Brighton Marina Moorings Limited,men's clothing,HARMONT & BLAINE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
645,2021-11-08 00:00:00,15.06,9.11,15.06,EUR,master_card,Carl Ludwig,mixed clothing,FIFTY OUTLET STORE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
646,2021-05-12 00:00:00,15.06,9.11,15.06,EUR,visa,Dave Brooks,sportswear,ADIDAS/REEBOK,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
647,2020-09-19 00:00:21,15.06,9.11,15.06,EUR,visa,Dean Katz,women's clothing,SITA MURT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
648,2020-09-19 00:00:22,15.06,9.11,15.06,EUR,visa,Emily Ducich,mixed clothing,ROBERTO VERINO,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
649,2021-11-28 19:23:07,15.06,9.11,15.06,EUR,visa,Eugene Moren,women's clothing,JAVIER SIMORRA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
650,2021-12-22 19:23:94,15.06,9.11,15.06,EUR,cash,Jim Mitchum,mixed clothing,FIFTY OUTLET STORE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain"
